fin	feature	left_context	kwic	right_context
fog	intervening		Át fogom adni	.
fog	intervening		Le fog bukni	.
fog	intervening		Meg is fog halni	...
fog	intervening	-	Fel fog tisztulni	.
fog	intervening		El fogja veszíteni	...
fog	intervening		Be fogom zárni	az ajtót.
fog	intervening		Meg fogok halni	.
fog	intervening		El fog múlni	.
fog	intervening	-	Meg fogják operálni	.
fog	intervening		Meg fogsz nyugodni	.
fog	intervening		Meg fognak riadni	tőled.
fog	intervening		Meg fog szokni	nálunk.
fog	intervening		Meg fogja ölni	.
fog	intervening		Fel fog mondani	.
fog	intervening		Meg fogják gyújtani	.
fog	intervening		El fogom olvasni	.
fog	intervening		Ki fog rúgni	...
fog	intervening		Meg fogsz így halni	.
fog	intervening		Meg fogják büntetni	azt a dömperest.
fog	intervening		Le fog mondani	.
fog	intervening		Meg fogsz így halni	.
fog	intervening		Meg fogom őtet öldösni	.
fog	intervening		Meg fogjuk keresni	...
fog	intervening	-	Fel fog tisztulni	.
fog	intervening		El fogja veszíteni	...
fog	intervening		Meg fogja érteni	.
fog	intervening		Meg fogja érteni	.
fog	intervening		El fogok késni	.
fog	intervening		Be fogja látni	.
fog	intervening		Meg fogod tudni	.
fog	intervening		Meg fogok nősülni	...
fog	intervening		Fel fogja támasztani	az Úr Balassi Menyhárt családját mondhatatlan dicsőségre.
fog	intervening		Meg fogsz kegyelmezni	a papjának.
fog	intervening		Ki fog törni	.
fog	intervening		Elő fog kerülni	.
fog	intervening		Fel fog repülni	.
fog	intervening		Ki fog dobni	.
fog	intervening		Meg fogom mosni	a fejét...
fog	intervening		Ki fogja nyitni	...
fog	intervening		Ki fogja nyitni	.
fog	intervening		Meg fog szöktetni	.
fog	intervening		Meg fog szöktetni	.
fog	intervening		Meg fog szöktetni	.
fog	intervening		Meg is fogjuk találni	.
fog	intervening		Fel fogja emelni	magát.
fog	intervening		Ki fogjuk bírni	.
fog	intervening		Meg fogsz neki bocsátani	.
fog	intervening		El fogunk költözni	.
fog	intervening		Össze fogja tépni	.
fog	intervening		Meg foglak nyúzni	elevenen.
fog	intervening		Meg fogja nyerni	.
fog	intervening		El fog jönni	az a történelmi pillanat is.
fog	intervening		Fel fogod találni	a szituációidat.
fog	intervening		Fel fogják törni	az ajtót.
fog	intervening		Ott fogunk majd igazán repülni	.
fog	intervening		Ide fog jönni	...
fog	intervening		Ki fog dobni	.
fog	intervening		Meg fogom mosni	a fejét...
fog	intervening		Ki fogja nyitni	...
fog	intervening		Ki fogja nyitni	.
fog	intervening		Meg fog szöktetni	.
fog	intervening		Meg fog szöktetni	.
fog	intervening		Meg fog szöktetni	.
fog	intervening		Fel fogod találni	a szituációidat.
fog	intervening		Fel fogják törni	az ajtót.
fog	intervening		Ott fogunk majd igazán repülni	.
fog	intervening		Ide fog jönni	...
fog	intervening		Elő fog kerülni	.
fog	intervening		El fog tűnni	az ember...
fog	intervening		Fel fogja támasztani	az Úr Balassi Menyhárt családját mondhatatlan dicsőségre.
fog	intervening		Meg fogsz kegyelmezni	a papjának.
fog	intervening		Meg fogja nyerni	.
fog	intervening		El fog jönni	az a történelmi pillanat is.
fog	intervening		Ki fog dobni	.
fog	intervening		Meg fogom mosni	a fejét...
fog	intervening		Össze fogják törni	a szemüvegem.
fog	intervening		Meg fognak ölni	.
fog	intervening		Ki fog dobni	.
fog	intervening		Meg fogom mosni	a fejét...
fog	intervening		Meg fogjuk érteni	egymást.
fog	intervening		Föl fogjuk jegyezni	állapotukat.
fog	intervening		Ide fog találni	.
fog	intervening		Meg fogod szeretni	.
fog	intervening		Meg fognak egyezni	.
fog	intervening		Meg fogja érteni	.
fog	intervening		El fog múlni	.
fog	intervening		Ki fogja nőni	.
fog	intervening		El fogjuk tisztítani	a köveket.
fog	intervening		Meg fogok halni	.
fog	intervening	-	El fogja mondani	egypárszor.
fog	intervening		El fogja mondani	az elnök úrnak felfogásomat.
fog	intervening		Meg fogja látogatni	Kónyát.
fog	intervening		El fogja küldeni	.
fog	intervening		Meg fogok halni	.
fog	intervening		Be fogjuk csukni	a kórházakat.
fog	intervening		Meg fog maradni	a fejemben.
fog	intervening		Meg fogják támadni	itt ezt a szállásukat.
fog	intervening		El fog pusztulni	menthetetlenül.
fog	intervening	-	Föl fognak akasztani	.
fog	intervening		Ki fognak rúgni	.
fog	intervening		Meg fogják érteni	a mamát.
fog	intervening	-	Meg fog fázni	...
fog	intervening		Ki fogod tenni	ablakodba.
fog	intervening		Meg fogjátok szeretni	.
fog	intervening	“	El fogom lopni	az Eiffel-tornyot.
fog	intervening		El fogok késni	.
fog	intervening		Meg fogunk halni	.
fog	intervening		Meg fogja büntetni	ezt az asszonyt.
fog	intervening		Ide fogjuk rakni	a gyökereket.
fog	intervening		Meg is fogom keresni	azt a sípot.
fog	intervening		El fogok menni	a hajnali misére.
fog	intervening		Ki fogok még egy-két napot bírni	.
fog	intervening		El is fogom majd Petrunak mesélni	.
fog	intervening		Ki fogok dolgozni	egy részletes programot: naponta mit és mennyit tanítsak meg neki.
fog	intervening		Össze fog törni	darabokra.
fog	intervening		Meg fogod fizetni	...
fog	intervening		Ki fogják utalni	azt a lakást.
fog	intervening		Ott fog állni	az ablakfán.
fog	intervening		Meg fognak lepődni	.
fog	intervening	-	Le fogjuk venni	.
fog	intervening		Össze fog törni	darabokra.
fog	intervening	-	Meg fogom mutatni	neki.
fog	intervening	-	Le fogok hengerelni	mindenkit.
fog	intervening	-	El fogod venni	.
fog	intervening	-	Le fogjuk venni	.
fog	intervening		Le fogsz róluk szokni	...
akar	inf_form	-	Akarnod kell	.
akar	inf_form	-	Akarni kell	...
akar	inf_form		Akarni kell	látni.
akar	inf_form		Akarni fogok	a halálom árán is.
akar	inf_form		Akarnunk kell	a kiérlelt demokráciák megbízható unalmát és középszerűségét.
akar	inf_form		Fog akarni	!...
akar	inf_form		Akarjuk akarni	.
akar	inf_form		Akarni akar	.
akar	inf_form		Akarni kell	.
akar	inf_form		Merni kell akarni	és merni kell álmodni.
akar	inf_form		Álmodni és akarni	pedig csak nagyot szabad.
akar	inf_form		Akarni kell	.
akar	inf_form		Akarni kell	mert ezek a sajnos fogyatékos emberek dolgozni akarnak.
akar	inf_form		Kell akarnunk	a megmaradást.
akar	inf_form		Akarnunk kell	valamit.
akar	inf_form		Akarni kell	mind a két oldalon.
akar	FIN INF		Akarok valamit mondani	...
akar	FIN INF	-	Akarok valamit mondani	.
akar	FIN INF	-	Akarok neked valamit mondani	.
akar	FIN INF	-	Akarok magával beszélni	.
akar	FIN INF	-	Akarok magával beszélni	.
akar	FIN INF		Akarod tudni	...
akar	FIN INF	-	Akar venni	újság.
akar	FIN INF		Akar venni	újság.
akar	FIN INF	-	Akar venni	újság.
akar	FIN INF		Akarnak dolgozni	az életért.
akar	FIN INF		Akartam szólni	.
akar	FIN INF		Akartam szólni	.
akar	FIN INF		Akartam venni	egy másik kempingágyat.
akar	FIN INF		Akartam valamit kérdezni	.
akar	FIN INF		Akarok valamit kérdezni	.
akar	FIN INF		Akartalak is kérni	...
akar	FIN INF		Akartál valamit mondani	?...
akar	FIN INF		Akartam telefonálni	.
akar	FIN INF		Akartam mondani	: az én vagyonomba.
akar	FIN INF		Akartam telefonálni	.
akar	FIN INF		Akartam mondani	: az én vagyonomba.
akar	FIN INF		Akartam telefonálni	.
akar	FIN INF		Akartam telefonálni	.
akar	FIN INF		Akar Németh Lászlóval beszélni	.
akar	FIN INF		Akartam még egyebet is mondani	.
akar	FIN INF		Akar veled is szólni	.
akar	FIN INF		Akartuk javítani	.
akar	FIN INF		Akartam még mindig valami fontosat mondani	neki.
akar	FIN INF		Akartam szülni	egy tanárnőt.
akar	FIN INF		Akarok még játszani	.
akar	FIN INF	-	Akartam neki mutatni	arrafelé valami érdekeset.
akar	FIN INF		Akarta tudni	.
akar	FIN INF	-	Akarok vinni	magammal valamilyen emléket.
akar	FIN INF		Akar a fene remegő kisgépen szakadékokba ereszkedni	.
akar	FIN INF		Akartam is gratulálni	hozzá...
akar	FIN INF		Akartam tudni	.
akar	FIN INF		Akarom mondani	: egyetemességét.
akar	FIN INF		Akartalak is kérni	.
akar	FIN INF		Akar még javítani	valamit rajta.
akar	FIN INF		Akarok Lőrincnek segíteni	.
akar	FIN INF		Akarok neked valamit mondani	.
akar	FIN INF		Akarom tudni	.
akar	FIN INF		Akarjuk akarni	.
akar	FIN INF		Akar az még hordót abroncsolni	nekünk.
akar	FIN INF		Akarok fontos dologban beszélni	veled.
akar	FIN INF		Akarsz -e még öngyilkos lenni	.
akar	FIN INF		Akarom mondani	...
akar	FIN INF		Akarok valamit beszélni	teveled.
akar	FIN INF		Akarok beszélni	valamit magával.
akar	FIN INF		Akartam is mondani	Kukujnak.
akar	FIN INF		Akarok mondani	neked valamit.
akar	FIN INF		Akarok értekezni	magával!...
akar	FIN INF		Akarok veled találkozni	.
akar	FIN INF		Akarja hallani	véleményemet a mai kornyikálásáról.
akar	FIN INF		Akarom mondani	nemkívánatosnak minősítvén törölve lett...
akar	FIN INF		Akarom mondani	árusítjuk.
akar	FIN INF		Akart hagyni	maga után valami monumentálisat ( sikerült ) Megnéztem a fényképeket is.
akar	FIN INF		Akar dógozni	a bokorszom.
akar	FIN INF		Akartam nyitni	egy topikot.
akar	FIN INF		Akartam a fickoval beszélni	de amire kikászálodtam a kupibol fizetett és eltünt.
akar	FIN INF		Akarja tudni	a fene.
akar	FIN INF		Akarom mondani	az AltaVizslaval...
akar	FIN INF		Akar -e a félelem megtestesítőjeként élni	az ifjú szívekben.
akar	FIN INF		Akar a fene pápább lenni	.
akar	FIN INF		Akartam venni	egy bőr cipőt.
akar	FIN INF		Akarom mondani	csipkés...
akar	FIN INF		Akarok venni	egy jó biciklit.
akar	FIN INF		Akarom mondani	összeállításra.
akar	FIN INF		Akarok írni	egy audió CD-t.
akar	FIN INF		Akarom mondani	: a sörényem alatt...
akar	FIN INF		Akarom mondani	oroszlánkirályság.
akar	FIN INF		Akarom mondani	a valaszadassal..
akar	FIN INF		Akartad mondani	Német Sándorhoz...
akar	FIN INF		Akartam irni	: honlapunkat: anDrAs a technikai zseni.
akar	FIN INF		Akarom mondani	badacsonyi...
akar	FIN INF		Akar a fene yuppie lenni	.
akar	FIN INF		Akarom mondnani	gyanítunk.
akar	FIN INF		Akarom tunnnni	...
akar	FIN INF		Akarom mondani	...
akar	FIN INF		Akar a fene maszkulin lenni	.
akar	FIN INF		Akarom mondani	: üzenet.
akar	FIN INF		Akarom mondani	taxik.
akar	FIN INF		Akarom mondani	: www.washtimes.com-on.
akar	FIN INF		Akarom mondani	“ palettája “.
akar	FIN INF		Akartam belőle írni	egy irónikus “ titkosszolgálati jelentés “ -t.
akar	FIN INF		Akarom mondani	úszni...
akar	FIN INF		Akarom mondani úszni	...
akar	FIN INF		Akarom mondani	kapcsolót.
akar	FIN INF		Akarja a halál hurcolni	a Demszkyt.
akar	FIN INF		Akarom mondani	: szerez.
akar	FIN INF		Akarok dörzsárat venni	a fékmunkahengerek forgácsolásához.
akar	FIN INF		Akarom mondani	a hullámot...
akar	FIN INF		Akar a rosseb ilyesmit a felhőben tárolni	.
akar	FIN INF		Akarom mondani	kösz:) De várom a további ötleteket.
akar	FIN INF		Akartam lenovo a660 venni	de tökre felment az ára mindenhol.
akar	FIN INF		Akarom mondani	a függőhidat.
akar	FIN INF		Akarom mondani	Firestorm.
akar	FIN INF	“	Akarom hinni	“ 3.
akar	FIN INF		Akartam rendelni	tőled.
akar	FIN INF	-	Akarta mondani	az igazat.
akar	FIN INF	“	Akartunk játszani	.
akar	FIN INF		Akarom írni	a skydrive fiókomhoz csatlakozik.
akar	FIN INF		Akarom mondani	az ember saját maga.
akar	FIN INF		Akarom mondani	: TheBigFish.
akar	FIN INF		Akarok adni	a telómnak egy gyári visszaállításokat.
akar	FIN INF		Akarom mondani	: hordózzák.
akar	FIN INF		Akartam venni	wasabi-s chips-et.
akar	FIN INF		Akarom mondani	gaz baloldal.
akar	FIN INF		Akartam az életemmel tenni	egy nagy csodát.
akar	FIN INF		Akartam már mondani	...
akar	FIN INF		Akarom mondani	terméket.
akar	FIN INF		Akarod mondani	35% mert hogy a választó korú lakosságból ennyien szavaztak a Fidesz-KDNP szövetségre.
akar	FIN INF		Akarok venni	egy fajlámpát.
akar	FIN INF		Akarom mondani	az elmúlt években.
akar	FIN INF		Akarom mondani	madarat...
akar	FIN INF		Akarok venni	egy Ctek multi XS 3600 vagy 5000 töltőt.
akar	FIN INF		Akarom mondani	a fogyózást ( rossz ) a favágással ( hasznos ).
akar	FIN INF		Akarok sálat venni	.
akar	FIN INF		Akartam váltani	asrockról de először vmi 10-15k gigabyte lapot ajánlottak.
akar	FIN INF		Akar forumozni	is lehet...
akar	FIN INF		Akarom mondani	vége.
akar	FIN INF		Akarok csinálni	idén.
akar	FIN INF		Akarok venni	egy laptoppot magamnak de jó lenne ha legalább ezt a szintet hozná mint a 3 éves asztali pc-m.
akar	FIN INF		Akarom mondani	: a történelmet.
akar	FIN INF	-	Akartak lépni	.
akar	FIN INF		Akarnak is a környék sokféleségéből “ lekattantságából “ építkezni	.
akar	FIN INF		Akartam írni	a magyarországi eseményekről.
akar	FIN INF		Akarom mondani	: még szebb napjai.
akar	FIN INF		Akar a nyavalya menni	.
akar	FIN INF		Akar -e a félelem megtestesítőjeként élni	az ifjú szívekben.
akar	FIN INF		Akar álarcot készíteni	és töklámpást is.
akar	FIN INF		Akarom mondani	elfedett vágya: visszakerülni a fülledt erotikájú paradicsomba.
akar	FIN INF		Akarom mondani	támogatok.
akar	FIN INF		Akarom mondani	fejlődtek ők is.
akar	FIN INF		Akarom mondani	Piszkos Fred.
akar	FIN INF		Akar a halal verekedni	.
akar	FIN INF		AKARUNK LINUXRA EGY SZÓTÁRBÖNGÉSZŐT CSINÁLNI	.
akar	FIN INF		Akarom mondani	BAZMEG/SEC.
akar	FIN INF		Akarom mondani	az emberiség jelenlegi tudása szerint.
akar	FIN INF		Akarom mondani	: A másik szobából.
akar	FIN INF		Akarom mondani	: Két sor maradt mára.
akar	FIN INF		Akarom mondani	: Majd kisegít a csíz.
akar	FIN INF		Akartam neked sört hozni	de a korsó kicsúszott a kezemből.
akar	FIN INF		Akarom mondani	Baikparéda.
akar	FIN INF		Akart jönni	.
akar	FIN INF		Akarom mondani	a barátság az barátság.
akar	FIN INF	-	Akartam tudni	hova jár.
akar	FIN INF		Akarom hinni	.
akar	FIN INF		Akartam valami polgárpukkasztó poént mondani	.
akar	FIN INF		Akartam menni	pszichológiaegyetemre.
akar	FIN INF		Akarok én is írni	...
akar	FIN INF		Akarták mondani	és a szájáról leolvastam mindig.
akar	FIN INF		Akarunk nyerni	.
akar	FIN INF		Akartam látni	minden lépését.
akar	FIN INF		Akarom a népet segíteni	.
akar	FIN INF		Akarnak az emberek segíteni	.
akar	FIN INF		Akarok neked magyarázni	egy dolgot.
akar	FIN INF	-	Akarok magával beszélni	.
akar	FIN INF		Akarnak pártjukra vonni	.
akar	INF FIN		Találkozni akar	szlovákiai magyar politikusokkal.
akar	INF FIN		Folytatni akartuk	sétánkat Alsójánosiba.
akar	INF FIN		Szalonkázni akartunk	.
akar	INF FIN		Élni akartak	.
akar	INF FIN		Élni akart	a vallását “ megtagadó “ Gál Boldizsár is.
akar	INF FIN		Élni akart	.
akar	INF FIN		Szeretkezni akarok	veled.
akar	INF FIN		Felejteni akart	.
akar	INF FIN		Látni akarták	minden mozdulatát.
akar	INF FIN		Fényképezkedni akar	.
akar	INF FIN	-	Látni akartam	önt.
akar	INF FIN		Cselekedni akar	.
akar	INF FIN	-	Találkozni akarok	magával.
akar	INF FIN		Álmodni akartunk	nagyon.
akar	INF FIN		Pingpongozni akar	...
akar	INF FIN		Épülni akarok	.
akar	INF FIN	-	Beszélni akarok	a nagybátyáddal.
akar	INF FIN	-	Társalogni akartam	Joe bácsival...
akar	INF FIN		Csukázni akarok	.
akar	INF FIN	-	Úszni akartam	.
akar	INF FIN		Vágtatni akarnak	...
akar	INF FIN		Válni is akartak	...
akar	INF FIN		Élni akart	.
akar	INF FIN		Válaszolni akarsz	.
akar	INF FIN	-	Látni akarom	.
akar	INF FIN		Faragni akart	velük maradék idejében.
akar	INF FIN		Tudni akarja	: mit s hogyan.
akar	INF FIN		Egységesíteni és megnemesíteni akarta	ezt a népet.
akar	INF FIN		Faragni akart	velük maradék idejében.
akar	INF FIN		Tudni akarja	: mit s hogyan.
akar	INF FIN		Egységesíteni és megnemesíteni akarta	ezt a népet.
akar	INF FIN		Mutatni akartam	már az előbb.
akar	INF FIN		Szólni akar	.
akar	INF FIN		Szabadulni akart	a polipkarok öleléséből.
akar	INF FIN		Szabadulni akartam	a képzelt és való képek szorításából.
akar	INF FIN	-	Önállósulni akar	.
akar	INF FIN		Szabadulni akart	tőlem.
akar	INF FIN	-	Nevetni akarunk	...
akar	INF FIN	-	Nevetni akarunk	...
akar	INF FIN	-	Látni akartalak	.
akar	INF FIN		Birtokolni akartam	Erzsit...
akar	INF FIN		Kárpótolni akartam	.
akar	INF FIN		Gyarapítani akarta	önmagát és kettőnk életét.
akar	INF FIN		Birtokolni akartam	.
akar	INF FIN	-	Látni akarlak	.
akar	INF FIN		Menekülni akart	a félelemtől...
akar	INF FIN		Élni akarok	...
akar	INF FIN		Élni akart	és hinni.
akar	INF FIN		Birtokolni akartam	.
akar	INF FIN		Interpellálni akartam	.
akar	INF FIN		Birtokolni akartam	a várost.
akar	INF FIN		Illeszkedni akarok	a rendhez.
akar	INF FIN		Menni akartam	.
akar	INF FIN	-	Imádkozni akarok	.
akar	INF FIN		Használni akarták	őket.
akar	INF FIN		Látni akarnak	.
akar	INF FIN		Inni akartunk	egy keveset.
akar	INF FIN		Látni akarlak	.
akar	INF FIN	-	Végezni akarok	vele.
akar	INF FIN	-	Segíteni akarunk	rajtad.
akar	INF FIN		Tankolni akarok	.
akar	INF FIN		Segíteni akar	.
akar	INF FIN		Segíteni akar	neki.
akar	INF FIN		Enni akarok	.
akar	INF FIN	-	Segíteni akart	a betegen.
akar	INF FIN		Szökni akart	.
akar	INF FIN	-	Kérni akartalak	.
akar	INF FIN		Hallani akarom	.
akar	INF FIN		Csomagolni akar	.
akar	INF FIN		Beszélni akarok	veled.
akar	INF FIN		Látni akarom	a gyereket.
akar	INF FIN		Találkozni akarok	veled.
akar	INF FIN		Nyerni akartak	.
akar	INF FIN		Gyónni akarok	.
akar	INF FIN		Pihenni akarok	.
akar	INF FIN		Házasodni akar	.
akar	INF FIN	-	Aludni akarok	.
akar	INF FIN		Dolgozni akarok	.
akar	INF FIN		Aludni akarok	.
akar	INF FIN		Igazítani akar	a termosztáton.
akar	INF FIN		Tankolni akarok	.
akar	INF FIN		Segíteni akar	.
akar	INF FIN		Segíteni akar	neki.
akar	INF FIN		Enni akarok	.
akar	INF FIN	-	Segíteni akart	a betegen.
akar	INF FIN		Szökni akart	.
akar	INF FIN	-	Kérni akartalak	.
akar	INF FIN		Hallani akarom	.
akar	INF FIN	-	Beszélni akarok	veled.
akar	INF FIN	-	Dolgozni akarok	...
akar	INF FIN	-	Utazni akarok	aranyos kis Erzsikémmel Párizsba.
akar	INF FIN	-	Táncolni akarok	.
akar	INF FIN	-	Beszélni akarok	veled.
akar	INF FIN		Verekedni akart	Lázár Misivel.
akar	INF FIN		Játszani akarok	.
akar	INF FIN		Élni akarok	.
akar	INF FIN		Menni akartam	.
akar	INF FIN	-	Látni akarom	.
akar	INF FIN		Büntetni akart	.
akar	INF FIN		Győzni akartak	mindenáron.
akar	INF FIN	-	Látni akarom	az ellenfelemet.
akar	INF FIN	-	Szökni akarok	.
akar	INF FIN		Mondani akart	valamit.
akar	INF FIN		Dolgozni akarok	.
akar	INF FIN		Indulni akar	.
akar	INF FIN		Dolgozni akarok	.
akar	INF FIN	-	Beszélni akarok	veled.
akar	INF FIN		Rágalmazni akarja	múltunkat és jelenünket.
akar	INF FIN		Szolgálni akarta	őt.
akar	INF FIN	-	Enni akarok	.
akar	INF FIN		Jutalmazni akar	s komoly arccal bólint feléjük...
akar	INF FIN		Menni akart	.
akar	INF FIN		Zsarolni akarták	...
akar	INF FIN		Dolgozni akarok	...
akar	INF FIN		Látni akarják	a katonák királyukat.
akar	INF FIN		Gondolkodni akartam	.
akar	INF FIN	-	Hallani akarom	.
akar	INF FIN		Élni akarok	és megölöm magam.
akar	INF FIN		Dolgozni akarok	.
akar	INF FIN		Mondani akarok	valamit.
akar	INF FIN		Élni akartam	.
akar	INF FIN		Tagadni akart	.
akar	INF FIN		Látni akarta	.
akar	INF FIN		Ölni akart	.
akar	INF FIN		Bizonyítani akar	.
akar	INF FIN		Gondolkodni akarok	.
akar	INF FIN		Enni akarok	.
akar	INF FIN		Cselekedni akart	.
akar	INF FIN		Aludni akar	.
akar	INF FIN		Kiabálni akart	.
